WSPD,WVHT
2.4,0.27
2.8,99
2.3,99
2.5,0.29
2.6,99
8.6,99
5.7,0.26
2.9,99
1.8,99
2.2,0.27
1.9,99
3.1,99
3.5,0.24
3.4,99
3.2,99
3.1,0.21
2.6,99
2.8,99
2.6,0.22
3.1,99
3,99
2.6,0.24
2.5,99
1.9,99
2.1,0.25
2.3,99
2.3,99
2.1,0.24
1.5,99
1.9,99
1.8,0.23
1.3,99
1.5,99
1.9,0.25
1.6,99
1.2,99
0.6,0.24
0.7,99
0.4,99
1,0.23
0.6,99
0.5,99
0.7,0.23
0.9,99
0.9,99
0.6,0.24
0.8,99
0.9,99
1.3,0.24
1.2,99
1.1,99
1.2,0.23
1.6,99
2.4,99
5.1,0.21
5.1,99
4.6,99
4.7,0.23
7.1,99
7.3,99
6.4,0.3
5.7,99
5.4,99
5.6,0.27
7.1,99
6.4,99
5.8,0.29
5.3,99
4.3,99
3.7,0.32
3.8,99
4.8,99
4.1,0.24
4.3,99
4.2,99
3.9,0.21
4,99
4.1,99
3.7,0.2
4,99
4,99
4.7,0.21
5.7,99
5.2,99
5.3,0.22
5.2,99
5.8,99
6.1,0.27
6.7,99
6.5,99
6.7,0.37
6.6,99
6.3,99
6.1,0.38
6,99
5.8,99
5.6,0.4
5.6,99
6.1,99
6.1,0.43
6.2,99
6.1,99
5.6,0.42
5.7,99
5.4,99
5.5,0.38
7.3,99
5.9,99
5.4,0.4
5.9,99
6.5,99
7.1,0.38
6.3,99
5.9,99
5.5,0.42
5.2,99
4.7,99
4.3,0.38
4.2,99
3.6,99
3.4,0.35
2.9,99
4.3,99
9.2,0.34
3.1,99
1.7,99
0.7,0.36
0.6,99
2.3,99
4,0.37
3.9,99
6.6,99
7,0.42
6.1,99
4.1,99
3.6,0.4
4.7,99
6.9,99
3.9,0.36
4.7,99
3.6,99
3.9,0.36
3.4,99
2.3,99
3.1,0.38
2.4,99
1.7,99
3,0.42
2.5,99
1.4,99
1.5,0.42
1.3,99
1.8,99
2.2,0.41
2.4,99
2.8,99
3.2,0.4
2.4,99
2.6,99
3.7,0.38
4.2,99
4.4,99
3.9,0.35
3.5,99
3.7,99
3.3,0.34
3.5,99
3.4,99
3.5,0.35
3.1,99
3.2,99
3.1,0.35
3.1,99
2.7,99
2.3,0.36
2.3,99
2.1,99
2.2,0.36
2.4,99
2.6,99
2.3,0.35
1.8,99
2.1,99
2.3,0.33
2.4,99
2.5,99
2.7,0.3
2.4,99
2.8,99
2.5,0.32
2.5,99
3,99
2.8,0.31
3,99
3.2,99
3.2,0.29
3.3,99
3.4,99
3.6,0.28
3.4,99
3,99
3.5,0.29
3.1,99
3.6,99
4.2,0.28
4.3,99
4.3,99
4.4,0.31
4.2,99
4.4,99
4.8,0.33
5.1,99
5.4,99
5,0.35
4.8,99
5.2,99
5,0.35
5.2,99
5.1,99
5.1,0.33
4.9,99
4.7,99
4.6,0.33
4.7,99
4.4,99
4.8,0.31
5.2,99
4.9,99
4.5,0.33
4.7,99
4.7,99
4.2,0.31
4.2,99
4.4,99
4.4,0.3
4.5,99
4.9,99
4.8,0.3
4.2,99
4.1,99
4.1,0.27
4.3,99
4.6,99
4.6,0.27
4.6,99
4,99
4.1,0.27
3.9,99
3.7,99
4.1,0.27
3.4,99
3.6,99
3.6,0.27
4.4,99
4.5,99
4.7,0.28
5.2,99
5.1,99
5.1,0.27
5.2,99
5.4,99
5.6,0.29
5.7,99
5.6,99
5.7,0.28
5.5,99
5.6,99
5.2,0.29
5.1,99
5.2,99
5.3,0.31
4.7,99
4.2,99
4.1,0.3
3.4,99
3.9,99
3.2,0.29
2.8,99
2.9,99
2,0.3
1.6,99
1.9,99
1.5,0.33
1.7,99
1.7,99
3.4,0.31
3.7,99
3.7,99
3.7,0.28
3.7,99
3.8,99
3.7,0.28
4.3,99
4.5,99
4.3,0.26
5.4,99
8.6,99
8.5,0.27
7.3,99
6.4,99
4.8,0.37
2.9,99
3.7,99
3.2,0.36
2.7,99
3.7,99
5.9,0.39
6.1,99
5.2,99
4.9,0.36
4.3,99
3.9,99
3.8,0.29
3.9,99
4.6,99
4.9,0.27
6.1,99
6.8,99
4.1,0.32
2.3,99
2.7,99
2.3,0.28
1.8,99
2.7,99
2.5,0.28
3.9,99
3.8,99
3.3,0.36
3.3,99
3.3,99
3.7,0.38
3.2,99
2.6,99
2.3,0.4
2.3,99
0.6,99
0.4,0.45
0.4,99
1.6,99
2.8,0.46
3.4,99
3.9,99
4.6,0.53
4.9,99
5.7,99
5.5,0.5
5.1,99
4.7,99
4.2,0.49
3.7,99
3.6,99
2.9,0.5
2.8,99
2.9,99
4,0.45
4.4,99
4.2,99
4.8,0.4
4.6,99
4.3,99
4,0.37
4,99
3.9,99
3.9,0.34
3.9,99
3.9,99
3.1,0.32
3,99
3.2,99
3.1,0.33
3.5,99
3.5,99
3.5,0.29
3.1,99
3.2,99
3.7,0.3
4.2,99
4.1,99
4.1,0.29
4.5,99
4.5,99
4.5,0.28
5,99
5.3,99
5.3,0.27
5.1,99
4.8,99
5,0.28
5.3,99
5.7,99
5.8,0.27
6,99
6.1,99
6.5,0.27
6.2,99
5.8,99
6,0.28
5.7,99
5.4,99
5.3,0.33
5.2,99
5.2,99
5.5,0.3
5.6,99
5.4,99
5.1,0.31
5.3,99
5.3,99
5.5,0.27
5.8,99
6.1,99
6.1,0.29
6.5,99
6.3,99
6.2,0.29
5.4,99
4.8,99
4.5,0.29
3.9,99
6.3,99
5.7,0.33
4.9,99
4.1,99
3.2,0.36
2.8,99
3,99
2.8,0.38
1.2,99
4.2,99
7.2,0.38
4.7,99
4.9,99
2.9,0.44
3.6,99
4,99
3.1,0.58
3.2,99
3,99
2.9,0.52
3.5,99
2.9,99
2.5,0.51
2.7,99
2.7,99
2.9,0.52
3.6,99
4.2,99
4.5,0.53
4.9,99
5.2,99
6.9,0.49
6.1,99
4.3,99
4.9,0.48
3.1,99
3.1,99
2.8,0.48
2.6,99
3,99
3.6,0.48
5.1,99
4.7,99
4,0.48
4.1,99
4.4,99
3.6,0.47
3.5,99
3.6,99
3.9,0.46
3.7,99
3.6,99
3.5,0.49
3.5,99
3.4,99
3.3,0.47
4,99
4.8,99
5.2,0.47
5.1,99
4.6,99
4.4,0.43
4.6,99
4.7,99
4.4,0.41
4.1,99
3.9,99
3.8,0.36
4,99
4.1,99
4,0.4
3.9,99
4.3,99
4.1,0.42
3.9,99
3.4,99
2.9,0.42
2.6,99
2.4,99
2.8,0.41
3,99
3.8,99
3.6,0.42
3.5,99
4.1,99
4,0.42
4.1,99
4.4,99
4.3,0.43
4.6,99
4.6,99
4.6,0.38
4.5,99
4.1,99
4,0.42
4.1,99
4.2,99
3.9,0.37
4,99
4,99
4.6,0.36
4.3,99
3.9,99
3.5,0.38
3.3,99
4,99
3.9,0.35
3.9,99
3.7,99
3.7,0.37
4,99
4,99
3.7,0.37
4,99
4.2,99
4.4,0.37
4.5,99
4.5,99
4.6,0.39
5.1,99
5.2,99
5.3,0.37
5.4,99
5.2,99
5.4,0.35
5.3,99
5,99
5.2,0.36
5.1,99
4.8,99
4.8,0.37
4.8,99
4.8,99
4.4,0.36
4.9,99
4.5,99
5,0.36
4.9,99
5,99
4.6,0.36
4.7,99
5,99
4.3,0.36
7.7,99
10,99
10.6,0.47
12.2,99
10.1,99
7.7,0.56
5.6,99
3.9,99
3.5,0.51
3.6,99
2.6,99
2,0.42
2.3,99
1.9,99
2.2,0.41
1.4,99
0.7,99
0.2,0.44
1.2,99
1.6,99
1.6,0.43
1.7,99
1.4,99
1,0.39
0.4,99
1,99
1.1,0.38
1.1,99
1.2,99
6.2,0.38
9.5,99
3.2,99
2.7,0.43
3.6,99
4.5,99
5.1,0.34
4.5,99
3.6,99
2.9,0.37
1.8,99
1.4,99
1.7,0.33
1.8,99
1.9,99
1.3,0.34
2.3,99
3,99
2.9,0.32
3.2,99
2.8,99
2.7,0.34
2.6,99
2.5,99
1.5,0.34
0.8,99
0.6,99
0.7,0.35
0.6,99
1.6,99
1.2,0.42
1.8,99
2,99
1.9,0.46
1.8,99
2.6,99
2.5,0.42
2.8,99
2.8,99
2.9,0.42
2.8,99
3,99
3.7,0.42
3.3,99
3.7,99
4.1,0.4
4.4,99
4.2,99
3.8,0.38
3.3,99
3.4,99
3.5,0.36
4.1,99
4,99
3.9,0.32
3.7,99
3.5,99
3.2,0.33
3.2,99
3,99
2.8,0.33
2.7,99
3,99
3,0.33
3,99
2.7,99
2.3,0.29
2.2,99
1.9,99
1.5,0.3
1.5,99
1.9,99
1.7,0.28
1.7,99
1.7,99
1.6,0.28
1.3,99
1,99
0.9,0.26
0.8,99
0.8,99
1.2,0.26
1.4,99
1.8,99
2.1,0.25
1.8,99
1.6,99
1.8,0.24
1.7,99
1.6,99
1.7,0.23
1.7,99
1.5,99
1.4,0.23
1.7,99
1.6,99
1.6,0.21
1.7,99
1.6,99
1.6,0.22
1.5,99
1.2,99
1.1,0.23
1.3,99
1.4,99
1.4,0.21
1.6,99
1.3,99
1.3,0.2
0.8,99
0.7,99
0.6,0.19
0.3,99
0.7,99
0.2,0.19
0.1,99
0.1,99
0.2,0.18
0.2,99
0.2,99
0.4,0.2
0.4,99
0.3,99
0.3,0.18
0.1,99
0.6,99
0.2,0.18
0.1,99
0.2,99
0.1,0.18
0.3,99
0.1,99
0.1,0.17
0.4,99
0.8,99
0.8,0.18
0.5,99
1.2,99
0.9,0.17
0.6,99
0.6,99
0.3,0.17
0.1,99
0.8,99
3.3,0.17
3.1,99
2.4,99
1.5,0.18
1,99
1,99
1.6,0.17
1.4,99
1.2,99
1.2,0.15
1.3,99
1.1,99
1,0.15
0.6,99
0.2,99
0,0.16
0.1,99
0.3,99
0.1,0.15
0.7,99
0.6,99
0.4,0.16
0.4,99
0,99
0.2,0.15
0.3,99
0.6,99
0.6,0.15
0.4,99
0.4,99
0.8,0.15
3.6,99
7.5,99
7.2,0.14
6.8,99
5.5,99
4.3,0.18
3.9,99
2.9,99
2.7,0.21
2.3,99
1.5,99
1.3,0.19
1.4,99
1,99
0.5,0.18
0.5,99
0.6,99
0.7,0.18
0.7,99
0.6,99
0.9,0.18
1.1,99
1.1,99
0.6,0.18
1.2,99
1.6,99
1.3,0.17
1.6,99
1.6,99
1.9,0.17
1.5,99
1.6,99
2,0.17
2.3,99
2.3,99
2.2,0.17
2.7,99
2.2,99
2.7,0.16
2.5,99
2.5,99
2.5,0.16
2.6,99
2.7,99
2.6,0.16
2.4,99
2.2,99
2.1,0.17
2.2,99
2.5,99
2.3,0.16
2.5,99
2.5,99
2.4,0.17
2.8,99
2.4,99
2.6,0.17
2.4,99
2.4,99
2.9,0.16
3.5,99
3.2,99
3.1,0.16
99,99
2.8,99
3.3,0.17
3,99
3.2,99
3.3,0.18
3.3,99
3.1,99
3.5,0.2
3.4,99
3.4,99
3.3,0.2
4.2,99
4.2,99
4.5,0.23
4.5,99
4.9,99
4.6,0.28
4.9,99
4.7,99
4.8,0.27
4.9,99
4.4,99
4.6,0.32
4.6,99
5,99
4.6,0.35
5.1,99
5.3,99
5.1,0.36
5.2,99
5.5,99
5.2,0.4
4.8,99
5.1,99
5.1,0.43
5.5,99
5.5,99
5,0.48
5.1,99
5,99
5.2,0.53
5.3,99
4.7,99
4.8,0.54
4.7,99
4.8,99
5.4,0.62
4.8,99
5.1,99
5.5,0.63
5.3,99
5.6,99
5.5,0.7
5.4,99
5.6,99
5.7,0.75
5.6,99
5.2,99
5.7,0.73
6,99
6,99
6.1,0.82
6.3,99
6.3,99
6,0.82
6.5,99
6.4,99
6.5,0.83
6.3,99
6,99
6.4,0.85
6.1,99
5.7,99
6.3,0.81
5.9,99
5.8,99
5.9,0.87
6,99
6.3,99
6.1,0.77
5.4,99
5.6,99
5.4,0.81
5.3,99
5.8,99
6,0.77
6,99
6.8,99
6.7,0.82
6.4,99
6.2,99
6.3,0.87
6.1,99
6.1,99
5.9,0.96
5.8,99
6.1,99
6.7,0.91
6.9,99
6.6,99
6.3,0.89
6,99
6,99
6.3,0.9
6.5,99
6.2,99
7.2,1.05
6.8,99
6.4,99
6.4,1.02
6.5,99
6.7,99
6.9,0.93
6.8,99
6.7,99
6.2,0.93
6.4,99
6.5,99
7,1.01
6.5,99
6.5,99
7.6,1.12
6,99
6.9,99
7.4,1.11
7.4,99
6.1,99
5,1.23
6.4,99
6.8,99
6.3,1.07
4.6,99
3.4,99
4.9,1.17
4.3,99
3.9,99
4,1.12
4.1,99
5.8,99
7.9,1.07
3.4,99
2.5,99
2.7,1.1
2.9,99
4.8,99
3.6,1
0.8,99
3.3,99
2.8,0.96
1.4,99
2,99
3.8,0.89
1.2,99
0.7,99
0.6,0.98
2.7,99
3.7,99
4,0.97
6,99
5.9,99
4.9,1
3.9,99
3.7,99
7.3,1
6.9,99
6.3,99
6.5,0.99
6,99
5.5,99
4.7,0.99
4.4,99
4.1,99
3.9,0.87
4.7,99
4.7,99
4.7,0.98
4.3,99
4.1,99
3.5,0.91
4.4,99
4.6,99
4.7,0.87
5.3,99
5.9,99
5.4,0.86
4.8,99
5.1,99
5.5,0.98
6.4,99
6.5,99
6.7,0.94
6.3,99
6.6,99
6.5,0.98
6.5,99
6.3,99
5.9,0.9
5.9,99
5.7,99
5.1,0.86
4.7,99
5,99
4.8,0.86
4.8,99
4.8,99
5.2,0.88
4.2,99
4.6,99
4.9,0.87
4.6,99
4.5,99
4.7,0.89
4.6,99
4.6,99
5,0.83
4.9,99
5.3,99
5.1,0.92
5.5,99
5.6,99
5.6,0.88
5.8,99
6,99
6.1,0.91
6.3,99
6.9,99
7,0.86
6.9,99
6.6,99
6.4,0.84
5.8,99
5.1,99
5.9,0.88
6.1,99
6.2,99
5.8,0.88
6,99
5.9,99
5.6,0.89
5.8,99
6.1,99
6.1,0.88
5.9,99
5.8,99
5.8,0.88
6.1,99
5.7,99
5.3,0.86
5.3,99
5.1,99
4.6,0.77
4.2,99
4.1,99
3.9,0.86
3.8,99
3.4,99
3.3,0.76
2.8,99
4.7,99
4.5,0.75
7.1,99
8.3,99
3.7,0.73
3.9,99
4.1,99
3,0.72
1.6,99
1.6,99
1.3,0.73
1,99
0.9,99
1.3,0.72
2.5,99
2.4,99
1.7,0.75
2.1,99
4.5,99
8,0.7
4.5,99
2.1,99
1.3,0.78
1.1,99
3,99
3,0.74
3.1,99
2.9,99
3,0.77
3,99
3.2,99
3.2,0.71
3.7,99
4.2,99
4.3,0.69
4.7,99
4.1,99
4.1,0.65
3.7,99
3.5,99
2.8,0.66
2.8,99
3.9,99
3.2,0.63
3.1,99
2.8,99
2.4,0.6
3.1,99
4.9,99
5.1,99
4.2,99
3.5,99
3,0.6
3.2,99
2.3,99
1.9,0.64
1.3,99
1.6,99
1.9,0.62
1.9,99
1.9,99
1.6,0.56
1.5,99
1,99
1.9,0.58
1.4,99
1.3,99
1.4,0.53
1.3,99
1.7,99
1.3,0.52
1.7,99
1.8,99
2,0.52
2.7,99
2,99
1.9,0.55
2.1,99
2.1,99
1.2,0.53
1.2,99
1.6,99
1.7,0.54
1.4,99
1.4,99
1.1,0.5
0.9,99
1.1,99
1,0.53
0.9,99
0.7,99
1,0.54
0.8,99
0.9,99
1.2,0.5
0.6,99
0.3,99
0.2,0.48
0.2,99
0.4,99
0.4,0.49
0.1,99
1.3,99
1.8,0.45
3.1,99
5.4,99
6.1,0.42
2.6,99
3.4,99
5.9,0.48
5.6,99
4,99
2.9,0.39
1.9,99
1.1,99
1.2,0.4
0.4,99
0.4,99
2,0.39
1.3,99
1.1,99
1,0.39
0.7,99
0.4,99
3.3,0.39
4.7,99
5.4,99
4.5,0.38
4.5,99
4.5,99
4.4,0.37
4.9,99
5,99
5,0.41
4.9,99
4.7,99
4.6,0.37
4.6,99
4.6,99
4.6,0.38
4.6,99
3.9,99
4.3,0.37
4.3,99
4.9,99
4.9,0.34
5.1,99
5,99
5.1,0.34
5.3,99
5.1,99
4.9,0.37
5.1,99
5,99
5.2,0.32
4.9,99
5.2,99
5.4,0.33
5.4,99
5.5,99
5.3,0.32
4.9,99
4.4,99
4.8,0.34
4.7,99
4.5,99
4.7,0.32
4.9,99
4.9,99
4.1,0.3
3.6,99
3.9,99
3.9,0.31
4.4,99
6.8,99
3.2,0.29
2.5,99
4.6,99
4.8,0.31
2.6,99
3.9,99
4.5,0.29
4.7,99
4.9,99
4.7,0.29
3.9,99
4.2,99
4.3,0.33
4.4,99
4.4,99
5.2,0.33
5.2,99
4.8,99
4.4,0.31
4.5,99
5.2,99
4.9,0.3
5,99
4.9,99
3.9,0.3
3.5,99
3.4,99
3.6,0.3
3,99
2.8,99
3,0.3
2.8,99
3.8,99
4.8,0.28
4.3,99
3,99
2.1,0.27
0.7,99
0.6,99
0.9,0.28
0.8,99
0.8,99
0.5,0.25
0.5,99
0.4,99
0.9,0.24
1.3,99
2.5,99
2.1,0.23
2,99
2.1,99
99,99
2.4,99
2.7,99
1.7,0.25
1.5,99
6.7,99
3,0.24
3,99
2.2,99
2.3,0.24
4.1,99
3.5,99
3.3,0.26
2.2,99
1.6,99
1.5,0.25
1.1,99
1.4,99
1.2,0.27
1.5,99
1.4,99
1.3,0.26
1.5,99
1.9,99
2.1,0.26
1.6,99
1.1,99
1.2,0.26
0.9,99
0.6,99
1.2,0.29
1.3,99
1.2,99
1.3,0.27
1.7,99
2,99
1.4,0.26
1.7,99
1.5,99
2.1,0.27
2.2,99
2.2,99
2.3,0.27
2.6,99
3.1,99
3.1,0.27
3,99
2.8,99
2.6,0.27
2.9,99
2.6,99
3,0.29
3,99
2.8,99
2.9,0.3
2.6,99
2.8,99
4.5,0.27
4.4,99
2.9,99
1.6,0.32
0.9,99
0.6,99
1.2,0.29
1,99
1.3,99
2.3,0.28
3,99
3.1,99
3.6,0.26
3.5,99
3.6,99
3.8,0.26
3.6,99
3.4,99
3.4,0.28
3.2,99
3.3,99
3.6,0.26
3.5,99
3.2,99
3.7,0.26
4.2,99
4.2,99
4.4,0.24
4.4,99
4.3,99
3.8,0.25
4.3,99
4.3,99
4,0.25
3.6,99
3.8,99
4,0.24
3.8,99
3.6,99
3.8,0.23
3.4,99
3.2,99
3.2,0.26
3,99
2.6,99
2.7,0.24
2.7,99
2.7,99
3,0.24
3,99
3.1,99
3.1,0.23
3.2,99
3.3,99
3.7,0.24
3.7,99
3.5,99
3.8,0.23
3.3,99
3.2,99
3.4,0.22
3.6,99
3.8,99
3,0.21
3,99
2.7,99
2.4,0.23
2,99
2.2,99
2.2,0.22
2.2,99
2.3,99
1.9,0.22
1.9,99
2.2,99
1.7,0.22
2.8,99
2.9,99
3.1,0.21
2.9,99
2.7,99
2.7,0.23
2.6,99
2.8,99
3.5,0.23
3.4,99
3.4,99
3.4,0.26
2.8,99
3.6,99
3.5,0.3
3,99
3.1,99
3,0.27
3.2,99
3.5,99
3.4,0.26
3.3,99
3.3,99
3,0.27
3.6,99
3.5,99
3.3,0.29
2.7,99
2.7,99
2.8,0.27
2.5,99
2.7,99
2.4,0.28
2.4,99
2.4,99
2.6,0.27
2.5,99
2.8,99
2.6,0.29
2.9,99
2.1,99
2.6,0.28
2.6,99
2.6,99
2.7,0.31
2.2,99
1.5,99
2.1,0.3
2.4,99
1.9,99
1.6,0.3
1.7,99
1.3,99
1.6,0.32
1.9,99
1.5,99
1.5,0.32
1.2,99
1.6,99
1.3,0.3
1.2,99
1.3,99
1.1,0.3
1.4,99
1.3,99
0.6,0.28
1.5,99
1.2,99
1.2,0.27
1.2,99
1,99
1,0.26
1.4,99
1.8,99
2.1,0.25
5.3,99
5.5,99
4.4,0.26
1.8,99
2.7,99
1.5,0.24
1.8,99
2.5,99
2.2,0.25
2,99
0.7,99
0.7,0.24
1.3,99
1.6,99
1.6,0.24
1,99
0.9,99
0.8,0.24
0.9,99
1,99
1.7,0.24
2,99
2.3,99
2.4,0.25
2.5,99
2.8,99
2.9,0.25
2.8,99
3,99
2.9,0.25
2.7,99
3,99
3,0.25
2.8,99
3.1,99
3.3,0.24
3.5,99
3.2,99
3.2,0.25
3.3,99
3.3,99
3.1,0.25
3.5,99
3.8,99
3.8,0.23
3.3,99
3.3,99
3.5,0.25
3.5,99
3.5,99
3.5,0.26
3.3,99
3.2,99
3.7,0.28
3.6,99
3.4,99
3.5,0.31
3.2,99
4.1,99
5.8,0.34
6.3,99
7.7,99
5.8,0.38
5.2,99
3.7,99
3.4,0.45
3.3,99
2.6,99
2.8,0.48
3.1,99
5.3,99
5.2,0.52
4.8,99
4.4,99
5.3,0.54
5.8,99
6.3,99
6.3,0.55
6.5,99
5.9,99
5.5,0.59
5.5,99
5.1,99
5.2,0.64
5.1,99
5.2,99
5.2,0.64
5.2,99
5.2,99
4.9,0.73
4.7,99
4.6,99
4.9,0.65
4.5,99
4,99
4.3,0.69
4.3,99
4,99
4.2,0.63
4.3,99
3.9,99
3.3,0.62
3.1,99
2.9,99
2.9,0.56
2.9,99
2.5,99
2.3,0.61
1.9,99
1.6,99
1.6,0.57
1.5,99
1.7,99
1.4,0.56
0.8,99
0.9,99
1.1,0.52
0.5,99
0.5,99
0.5,0.54
0.1,99
0.3,99
0.3,0.51
0.9,99
1.2,99
1.3,0.51
1.1,99
1,99
0.9,0.47
0.7,99
1,99
0.8,0.48
1.4,99
1.2,99
1.5,0.5
1.8,99
1.8,99
1.9,0.48
2,99
1.8,99
1.5,0.52
1.3,99
1.8,99
2.1,0.49
2.2,99
2.3,99
2.2,0.46
1.9,99
2,99
2.4,0.47
2.4,99
2.7,99
2.6,0.49
2.2,99
2,99
2.2,0.49
2.2,99
2.4,99
2.7,0.47
2.5,99
2.5,99
2.6,0.46
2.8,99
2.6,99
2.9,0.46
3.5,99
4.4,99
4.3,0.47
4.5,99
4.6,99
4,0.53
4,99
4.2,99
4.6,0.56
5,99
4.9,99
4.5,0.57
4,99
3.8,99
3.2,0.66
3.3,99
5.2,99
4.6,0.71
4,99
4,99
4.2,0.77
3.9,99
3.8,99
3.7,0.73
3.4,99
3.6,99
3.2,0.81
2.6,99
2.4,99
2.8,0.84
2.7,99
2.6,99
3.2,0.82
3.3,99
2.3,99
1.8,0.75
2.5,99
2,99
2.4,0.84
1.8,99
2.2,99
2,0.75
2.3,99
6.5,99
4,0.76
4.5,99
3.8,99
3.3,0.74
2.6,99
2.3,99
1.5,0.72
0.6,99
0.3,99
0.4,0.75
0.3,99
0.5,99
0.9,0.7
0.9,99
0.8,99
1.3,0.78
1.6,99
1.1,99
0.8,0.73
0.2,99
0.9,99
1.5,0.71
1.3,99
1.6,99
0.8,0.71
1.3,99
1.3,99
2.8,0.72
2,99
1.6,99
1.4,0.75
1.3,99
0.9,99
1.2,0.73
1.6,99
2.3,99
2.6,0.79
2.1,99
1.9,99
1.2,0.81
0.7,99
0.4,99
0,0.7
0.1,99
0.3,99
0.9,0.78
0.9,99
0.6,99
1,0.74
0.7,99
0.4,99
0.7,0.76
0.1,99
0.3,99
0.4,0.75
0.5,99
0.7,99
1.2,0.73
2,99
2.1,99
1.4,0.68
1.9,99
2.1,99
1.5,0.7
1.9,99
1.6,99
1.3,0.67
1.3,99
1.3,99
1.7,0.62
1.6,99
2,99
2.2,0.65
2.2,99
2.2,99
2.2,0.62
2,99
2.3,99
2,0.7
2,99
2.4,99
2.7,0.65
3.3,99
2.4,99
2,0.64
2.7,99
3.3,99
3.8,0.58
3.7,99
4.3,99
4.4,0.64
4,99
3.9,99
4.1,0.64
5.1,99
4.4,99
5,0.66
4.6,99
4.7,99
5.2,0.69
5.2,99
5.1,99
5.2,0.7
5,99
5.4,99
5.3,0.8
4.8,99
4.6,99
4.4,0.83
4.7,99
4.6,99
4.8,0.84
4.5,99
4.5,99
4.4,0.85
4.5,99
4.6,99
4.4,0.86
5.2,99
8.9,99
3.1,0.89
2.5,99
2.3,99
2.3,0.88
3,99
5.1,99
8.4,0.84
3,99
2.4,99
3.1,0.9
3.1,99
3.2,99
4.4,0.91
4.8,99
4.7,99
4.2,0.82
4.3,99
4.2,99
4,0.79
4,99
4.4,99
4.8,0.81
4.3,99
4.4,99
4.4,0.8
4.1,99
3.9,99
4.5,0.71
4.4,99
4.2,99
4,0.79
3.7,99
3.4,99
3.7,0.81
3.7,99
3.8,99
3.9,0.72
4.1,99
3.4,99
5,0.75
4.4,99
4,99
4.1,0.82
3.8,99
4,99
3.9,0.68
3.9,99
4.2,99
4.3,0.67
3.9,99
3.9,99
4,0.7
3.8,99
3.7,99
3.8,0.64
3.6,99
3.2,99
3.5,0.57
3,99
3,99
3.2,0.62
3,99
3,99
3.5,0.57
3.6,99
4.6,99
4,0.62
4.3,99
3.4,99
4.1,0.56
5.2,99
3.8,99
2.3,0.53
2.8,99
3.7,99
3.4,0.55
3.4,99
3.7,99
3.7,0.56
3.5,99
3.1,99
2.5,0.57
2.6,99
2.4,99
2,0.56
2.1,99
2.2,99
1.9,0.62
1.4,99
1.7,99
0.9,0.57
0.7,99
0.5,99
0.1,0.59
0.3,99
0.4,99
0.2,0.59
0.8,99
0.6,99
1,0.59
1.1,99
1.9,99
2.2,0.61
2.4,99
2.4,99
2.4,0.64
3.3,99
3.5,99
3.5,0.65
3.2,99
4.5,99
3.8,0.61
3.3,99
3.8,99
4,0.55
4.1,99
3.9,99
3.8,0.55
4,99
3.5,99
3.6,0.53
3.9,99
3.8,99
3.4,0.56
3.3,99
3.6,99
4,0.53
3.9,99
4.1,99
4.1,0.56
4,99
3.9,99
3.6,0.5
3.9,99
3.9,99
3.7,0.46
3.6,99
3.6,99
3.3,0.52
3.5,99
3.9,99
3.9,0.44
4.2,99
3.8,99
3.5,0.51
3.7,99
3.2,99
2.9,0.52
3.1,99
3.6,99
4.1,0.49
4.1,99
4.2,99
3.9,0.46
4.3,99
4.2,99
4,0.53
4.9,99
5.2,99
4.7,0.49
4.9,99
4.5,99
4.5,0.48
4.5,99
4.3,99
4.7,0.5
5,99
5.2,99
5.4,0.53
5,99
4.8,99
4.8,0.52
5.2,99
5.1,99
5,0.51
5,99
5,99
4.7,0.57
4.8,99
4.8,99
5,0.57
4.8,99
4.7,99
4.7,0.54
4.4,99
4.7,99
4.5,0.58
4.2,99
4.5,99
4.2,0.58
4.2,99
4.1,99
4.2,0.58
3.9,99
3.8,99
4,0.55
3.9,99
3.7,99
3.4,0.55
3.4,99
3.3,99
3.1,0.57
3.2,99
3,99
3.4,0.56
2.5,99
3,99
2.4,0.51
2.2,99
2.4,99
2.6,0.56
2.3,99
3,99
2.8,0.56
3,99
2.6,99
3.2,0.53
3.1,99
3.1,99
3,0.53
3.3,99
2.5,99
2.9,0.54
2.5,99
2.5,99
2.5,0.52
2,99
2.4,99
2.3,0.53
2.1,99
2,99
1.9,0.5
1.5,99
1.1,99
1.4,0.51
2.1,99
0.9,99
1.2,0.52
0.9,99
1.1,99
0.8,0.53
0.5,99
0.5,99
0.7,0.49
0.5,99
0.7,99
1,0.46
0.9,99
99,99
1.1,99
0.8,99
0.5,99
0.9,0.47
1,99
1.1,99
1,0.45
1.2,99
1.4,99
1.4,0.49
1.3,99
1.1,99
1.1,0.44
1.4,99
0.9,99
0.6,0.42
0.7,99
0.6,99
1.1,0.44
0.9,99
0.4,99
0.6,0.42
0.7,99
0.6,99
0.4,0.39
0.5,99
0.3,99
0.6,0.38
0.4,99
0.4,99
0.4,0.35
0.4,99
0.7,99
0.8,0.35
0.5,99
1,99
0.4,0.37
0.5,99
0.8,99
1.2,0.34
0.8,99
0.7,99
0.6,0.36
1.4,99
0.9,99
1.8,0.37
1.8,99
1.9,99
2,0.35
2.4,99
2.3,99
1.9,0.37
2.2,99
2,99
2,0.36
2.1,99
2.1,99
2.3,0.35
2.1,99
1.7,99
1.8,0.35
1.7,99
2,99
2.3,0.35
1.9,99
